CodeEtb,Etablissement,CodeFil,Filiere,Min1,Min2,Min3
R20,INFSPM SETIF,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.71,15.71,15.71
R20,INFSPM SETIF,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,15.34,15.34,15.34
R19,INFSPM SAIDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SAIDA,14.38,14.38,14.38
R19,INFSPM SAIDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,13.69,13.69,13.69
R19,INFSPM SAIDA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers SAIDA,14.95,14.95,14.95
R19,INFSPM SAIDA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,14.27,14.27,14.27
R19,INFSPM SAIDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers SAIDA,15.1,15.1,15.1
R19,INFSPM SAIDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,14.59,14.59,14.59
R19,INFSPM SAIDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers SAIDA,14.73,14.73,14.73
R19,INFSPM SAIDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,13.41,13.41,13.41
R19,INFSPM SAIDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers NAAMA,13.85,13.85,13.85
R19,INFSPM SAIDA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers SAIDA,13.46,13.46,13.46
R19,INFSPM SAIDA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,13.19,13.19,13.19
R19,INFSPM SAIDA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers NAAMA,13.5,13.5,13.5
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.33,15.33,15.33
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ANNABA,14.59,14.59,14.59
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.72,14.72,14.72
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SOUK- AHRAS,14.82,14.82,14.82
R22,INFSPM SKIKDA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.72,15.72,15.72
R22,INFSPM SKIKDA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers ANNABA,15.15,15.15,15.15
R22,INFSPM SKIKDA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers ELTARF,15.13,15.13,15.13
R22,INFSPM SKIKDA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS,15.43,15.43,15.43
R22,INFSPM SKIKDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,16.02,16.02,16.02
R22,INFSPM SKIKDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ANNABA,15.36,15.36,15.36
R22,INFSPM SKIKDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ELTARF,15.31,15.31,15.31
R22,INFSPM SKIKDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers SOUK- AHRAS,15.51,15.51,15.51
R22,INFSPM SKIKDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,14.27,14.27,14.27
R22,INFSPM SKIKDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers ANNABA,13.52,13.52,13.52
R22,INFSPM SKIKDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,14.16,14.16,14.16
R22,INFSPM SKIKDA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.19,14.19,14.19
R21,INFSPM SIDI BEL ABBES,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL- ABBES,14.89,14.89,14.89
R21,INFSPM SIDI BEL ABBES,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers NAAMA,13.71,13.71,13.71
R21,INFSPM SIDI BEL ABBES,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers AIN- TEMOUCHENT,14.76,14.76,14.76
R21,INFSPM SIDI BEL ABBES,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,14.98,14.98,14.98
R21,INFSPM SIDI BEL ABBES,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers DJELFA,15.28,15.28,15.28
R21,INFSPM SIDI BEL ABBES,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,15.93,15.93,15.93
R21,INFSPM SIDI BEL ABBES,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,15.64,15.64,15.64
R21,INFSPM SIDI BEL ABBES,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers NAAMA,15.72,15.72,15.72
R21,INFSPM SIDI BEL ABBES,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,15.33,15.33,15.33
R21,INFSPM SIDI BEL ABBES,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,15.32,15.32,15.32
R21,INFSPM SIDI BEL ABBES,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers NAAMA,14.43,14.43,14.43
R21,INFSPM SIDI BEL ABBES,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,15.29,15.29,15.29
R21,INFSPM SIDI BEL ABBES,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers NAAMA,14.67,14.67,14.67
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers ADRAR,13.52,13.52,13.52
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,15.16,15.16,15.16
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.21,15.21,15.21
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers NAAMA,14.27,14.27,14.27
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers AIN-TEMOUCHENT,15.31,15.31,15.31
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers TIMIMOUN,12.98,12.98,12.98
R21,INFSPM SIDI BEL ABBES,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BORDJ BADJI MOKHTAR,,,
R10,INFSPM CONSTANTINE,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.03,15.03,15.03
R10,INFSPM CONSTANTINE,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.08,15.08,15.08
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers OUM- EL-BOUAGHI,15.37,15.37,15.37
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.77,15.77,15.77
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,15.18,15.18,15.18
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.23,15.23,15.23
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.57,15.57,15.57
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ANNABA,15.2,15.2,15.2
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.97,15.97,15.97
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.21,15.21,15.21
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ELTARF,15.08,15.08,15.08
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers EL OUED,15.07,15.07,15.07
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,15.05,15.05,15.05
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers SOUK- AHRAS,15.14,15.14,15.14
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers MILA,15.76,15.76,15.76
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI,16.07,16.07,16.07
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,16.01,16.01,16.01
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,16.01,16.01,16.01
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ANNABA,15.79,15.79,15.79
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,16.16,16.16,16.16
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers OUARGLA,14.8,14.8,14.8
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,14.38,14.38,14.38
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ELTARF,15.81,15.81,15.81
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS,15.85,15.85,15.85
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers MILA,16.22,16.22,16.22
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,15.41,15.41,15.41
R10,INFSPM CONSTANTINE,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers DJANET,,,
R10,INFSPM CONSTANTINE,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.58,15.58,15.58
R10,INFSPM CONSTANTINE,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.48,15.48,15.48
R10,INFSPM CONSTANTINE,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.61,15.61,15.61
R10,INFSPM CONSTANTINE,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.41,15.41,15.41
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI,15.27,15.27,15.27
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,11.33,11.33,11.33
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.48,15.48,15.48
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.24,15.24,15.24
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS,15.16,15.16,15.16
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,11.06,11.06,11.06
R10,INFSPM CONSTANTINE,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI,14.72,14.72,14.72
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,10.33,10.33,10.33
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,13.82,13.82,13.82
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,14.24,14.24,14.24
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS,14.52,14.52,14.52
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,10.83,10.83,10.83
R10,INFSPM CONSTANTINE,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R13,INFSPM MEDEA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,13.87,13.87,13.87
R13,INFSPM MEDEA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MEDEA,14.64,14.64,14.64
R13,INFSPM MEDEA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,14.35,14.35,14.35
R13,INFSPM MEDEA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers MEDEA,15.25,15.25,15.25
R13,INFSPM MEDEA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,14.85,14.85,14.85
R13,INFSPM MEDEA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers MEDEA,15.36,15.36,15.36
R14,INFSPM MOSTAGANEM,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,14.51,14.51,14.51
R14,INFSPM MOSTAGANEM,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,15.06,15.06,15.06
R14,INFSPM MOSTAGANEM,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,15.28,15.28,15.28
R14,INFSPM MOSTAGANEM,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers CHLEF,14.98,14.98,14.98
R14,INFSPM MOSTAGANEM,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,14.76,14.76,14.76
R14,INFSPM MOSTAGANEM,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,15.18,15.18,15.18
R14,INFSPM MOSTAGANEM,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,13.16,13.16,13.16
R14,INFSPM MOSTAGANEM,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers TIARET,13.85,13.85,13.85
R14,INFSPM MOSTAGANEM,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,14.61,14.61,14.61
R14,INFSPM MOSTAGANEM,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers TISSEMSILT,13.99,13.99,13.99
R14,INFSPM MOSTAGANEM,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,14.91,14.91,14.91
R15,INFSPM MSILA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers DJELFA,14.34,14.34,14.34
R15,INFSPM MSILA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MSILA,14.93,14.93,14.93
R15,INFSPM MSILA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,13.87,13.87,13.87
R15,INFSPM MSILA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers DJELFA,14.94,14.94,14.94
R15,INFSPM MSILA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers MSILA,15.37,15.37,15.37
R15,INFSPM MSILA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,14.42,14.42,14.42
R15,INFSPM MSILA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers EL MENIAA,12.18,12.18,12.18
R15,INFSPM MSILA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers DJELFA,15.27,15.27,15.27
R15,INFSPM MSILA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers MSILA,15.52,15.52,15.52
R15,INFSPM MSILA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,14.63,14.63,14.63
R15,INFSPM MSILA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers EL MENIAA,12.12,12.12,12.12
C16,UNIV. CHLEF,A00LAL04,SCIENCES ET TECHNOLOGIES,9.75,9.75,9.75
C16,UNIV. CHLEF,A05TCL01,GENIE CIVIL,11.86,11.86,11.86
C16,UNIV. CHLEF,A08TCL01,GENIE DES PROCEDES,9.52,9.52,9.52
C16,UNIV. CHLEF,A16TCL01,ELECTROTECHNIQUE,10.18,10.18,10.18
C16,UNIV. CHLEF,A19TCL01,GENIE MECANIQUE,11.95,11.95,11.95
C16,UNIV. CHLEF,B00LAL03,SCIENCES DE LA MATIERE,7.75,7.75,7.75
C16,UNIV. CHLEF,C01LAL03,INFORMATIQUE,13.26,13.26,13.26
C16,UNIV. CHLEF,C02LAL03,MATHEMATIQUES,8.65,8.65,8.65
C16,UNIV. CHLEF,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,11.93,11.93,11.93
C16,UNIV. CHLEF,D03TCL01,SCIENCES AGRONOMIQUES,10.2,10.2,10.2
C16,UNIV. CHLEF,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,9.88,9.88,9.88
C16,UNIV. CHLEF,E03LAL02,GEOLOGIE,9.7,9.7,9.7
C16,UNIV. CHLEF,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.0,10.0,10.0
C16,UNIV. CHLEF,G01LAL03,SCIENCES POLITIQUES,10.0,10.0,10.0
C16,UNIV. CHLEF,G02LAL01,DROIT,10.21,10.21,10.21
C16,UNIV. CHLEF,H01LAL03,LANGUE FRANCAISE,11.47,11.47,11.47
C16,UNIV. CHLEF,H06LAL01,LANGUE ANGLAISE,12.39,12.39,12.39
C16,UNIV. CHLEF,I17LAL02,SCIENCES HUMAINES,10.0,10.0,10.0
C16,UNIV. CHLEF,I19LAL03,SCIENCES SOCIALES,10.0,10.0,10.0
C16,UNIV. CHLEF,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.0,10.0,10.0
C16,UNIV. CHLEF,L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,10.0,10.0
C16,UNIV. CHLEF,N01LAL01,GESTION DES TECHNIQUES URBAINES,9.93,9.93,9.93
C16,UNIV. CHLEF,N05IAL02,ARCHITECTURE,11.34,11.34,11.34
P09,ECOLE NATIONALE SUPERIEURE DES SYSTEMES AUTONOMES,A00CAN13,FB ST ECOLE NATIONALE SUPERIEURE DES SYSTEMES AUTONOMES ALGER,16.52,16.52,16.52
P05,ECOLE NATIONALE SUPERIEURE DES TECHNOLOGIES AVANCEES ALGER,A00CAN15,FB ST ECOLE NATIONALE SUPERIEURE DES TECHNOLOGIES AVANCEES ALGER,16.08,16.08,16.08
P05,ECOLE NATIONALE SUPERIEURE DES TECHNOLOGIES AVANCEES ALGER,C00CAN06,FB INF ECOLE NATIONALE SUPERIEURE DES TECHNOLOGIES AVANCEES ALGER,16.87,16.87,16.87
D01,ECOLE NATIONALE SUPERIEURE DES TRAVAUX PUBLICS ALGER,A00CAN06,FB ST ECOLE NATIONALE SUPERIEURE DES TRAVAUX PUBLICS ALGER,15.04,15.04,15.04
P04,ECOLE NATIONALE SUPERIEURE EN INFORMATIQUE ALGER,C00CAN01,FB INF ECOLE NATIONALE SUPERIEURE EN INFORMATIQUE ALGER,18.1,18.1,18.1
P07,ECOLE NATIONALE SUPERIEURE EN INTELLIGENCE ARTIFICIELLE,C00CAN04,FB SP INF ECOLE NATIONALE SUPERIEURE EN INTELLIGENCE ARTIFICIELLE ALGER,17.79,17.79,17.79
P08,ECOLE NATIONALE SUPERIEURE EN MATHEMATIQUES,C00CAN05,FB SP MATHS ECOLE NATIONALE SUPERIEURE EN MATHEMATIQUES ALGER,16.24,16.24,16.24
C10,ECOLE NATIONALE SUPERIEURE VETERINAIRE ALGER,P04VAN01,SCIENCES VETERINAIRES,14.95,14.95,14.95
P03,ECOLE POLYTECHNIQUE D ARCHITECTURE ET D URBANISME ALGER,N00CAN01,FB SP ECOLE POLYTECHNIQUE D ARCHITECTURE ET D URBANISME ALGER,16.27,16.27,16.27
P71,ECOLE SUP. DES SCI. DE L ALIMENT ET DES INDUSTRIES AGROALIMENTAIRES ALGER,D00CAN05,FB SNV ECOLE SUPERIEURE DES SCIENCES DE L ALIMENT ET DES INDUSTRIES AGROALIMENTAIRES D ALGER,15.09,15.09,15.09
C35,UNIV. ALGER 1,B00LAL03,SCIENCES DE LA MATIERE,11.22,11.22,11.22
C35,UNIV. ALGER 1,C01LAL02,INFORMATIQUE,14.47,14.47,14.47
C35,UNIV. ALGER 1,C02LAL02,MATHEMATIQUES,10.31,10.31,10.31
C35,UNIV. ALGER 1,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,13.52,13.52,13.52
C35,UNIV. ALGER 1,G02LAL03,DROIT,10.21,10.21,10.21
C35,UNIV. ALGER 1,I20LAL01,SCIENCES ISLAMIQUES,10.84,10.84,10.84
C35,UNIV. ALGER 1,N05IAL02,ARCHITECTURE,15.01,15.01,15.01
R15,INFSPM MSILA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers DJELFA,13.97,13.97,13.97
R15,INFSPM MSILA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers MSILA,14.1,14.1,14.1
R15,INFSPM MSILA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,13.43,13.43,13.43
R15,INFSPM MSILA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers EL MENIAA,,,
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers BATNA,14.27,14.27,14.27
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers DJELFA,13.64,13.64,13.64
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers MSILA,13.88,13.88,13.88
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,14.3,14.3,14.3
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,13.0,13.0,13.0
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,12.05,12.05,12.05
R15,INFSPM MSILA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers EL MENIAA,,,
R12,INFSPM MASCARA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.06,15.06,15.06
R12,INFSPM MASCARA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,15.15,15.15,15.15
R12,INFSPM MASCARA,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TIARET,15.83,15.83,15.83
R12,INFSPM MASCARA,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SAIDA,15.65,15.65,15.65
R12,INFSPM MASCARA,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.72,15.72,15.72
R12,INFSPM MASCARA,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TISSEMSILT,15.23,15.23,15.23
R12,INFSPM MASCARA,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,16.03,16.03,16.03
R12,INFSPM MASCARA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.43,15.43,15.43
R12,INFSPM MASCARA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,15.63,15.63,15.63
R12,INFSPM MASCARA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.46,15.46,15.46
R12,INFSPM MASCARA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,15.64,15.64,15.64
R12,INFSPM MASCARA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers SAIDA,14.27,14.27,14.27
